ID_Transaccion,Fecha,Cuenta_Origen,Cuenta_Destino,Monto,Tipo_Transaccion,Ubicacion_IP,Dispositivo,Es_Fraudulenta
47,2025-02-02,ACC-451613,ACC-274500,1607.0925470904579,Crédito,67.53.120.154,Computadora,0
48,2024-05-06,ACC-107333,ACC-982395,467.63593737059995,Transferencia,51.72.205.155,Smartphone,0
49,2024-04-13,ACC-662808,ACC-452778,3440.780128982735,Débito,13.102.55.15,Smartphone,0
50,2024-10-26,ACC-979265,ACC-193003,3553.3783776467208,Transferencia,19.83.90.153,Tablet,0
51,2025-03-13,ACC-892673,ACC-137423,1831.9624729563363,Débito,170.133.57.230,Computadora,0
52,2025-01-23,ACC-501057,ACC-676307,429.78082730731285,Transferencia,158.229.48.7,Tablet,0
53,2024-12-05,ACC-313295,ACC-885632,2160.173701146958,Débito,42.137.224.160,Smartphone,0
54,2024-12-11,ACC-894257,ACC-960886,2239.5605173485665,Crédito,126.213.8.103,Computadora,0
55,2024-11-09,ACC-448517,ACC-621789,3359.92088024457,Crédito,169.165.239.192,Tablet,0
56,2025-01-29,ACC-603500,ACC-522061,1611.3111367304832,Transferencia,17.95.128.102,Smartphone,0
57,2025-01-17,ACC-957744,ACC-170870,3428.866434917462,Crédito,119.123.203.132,Tablet,0
58,2024-08-31,ACC-474634,ACC-718796,4363.868281699072,Débito,204.81.67.32,Smartphone,0
59,2024-03-28,ACC-429147,ACC-800667,1225.5559096928891,Transferencia,55.118.165.62,Computadora,0
60,2025-01-04,ACC-941421,ACC-717351,4895.6518027935035,Crédito,140.114.56.169,Tablet,0
61,2024-05-15,ACC-318577,ACC-880510,1962.5222788271944,Transferencia,157.203.210.203,Computadora,0
62,2024-10-12,ACC-996119,ACC-755844,1372.9304914779557,Pago,170.76.146.122,Smartphone,0
63,2024-12-10,ACC-787848,ACC-619830,2136.480353425938,Transferencia,194.72.145.176,Tablet,0
64,2024-09-01,ACC-858798,ACC-582310,517.2675057241029,Débito,42.99.146.163,Tablet,0
65,2024-07-10,ACC-404929,ACC-120669,672.2442372349725,Transferencia,129.121.224.203,Computadora,0
66,2024-09-14,ACC-250609,ACC-777736,2101.4485324932407,Crédito,147.8.217.142,Tablet,0
67,2024-07-01,ACC-829294,ACC-771201,3824.1003835985452,Crédito,93.234.51.93,Computadora,0
68,2024-08-15,ACC-236195,ACC-150730,4506.54558589373,Débito,220.178.68.201,Computadora,0
69,2024-12-09,ACC-173557,ACC-864425,3340.849054045541,Crédito,221.138.142.184,Smartphone,0
70,2024-05-31,ACC-580310,ACC-314319,570.8367984289401,Crédito,155.198.200.51,Computadora,0
71,2024-12-17,ACC-897734,ACC-145606,3376.4978227936485,Transferencia,158.244.24.145,Computadora,0
72,2024-06-10,ACC-434895,ACC-221510,3195.368207479711,Crédito,97.49.82.238,Smartphone,0
73,2024-10-22,ACC-577807,ACC-805701,4038.5313955519896,Débito,134.237.168.220,Computadora,0
74,2024-04-03,ACC-934737,ACC-832759,4134.980899928296,Transferencia,100.254.31.123,Computadora,0
75,2025-01-09,ACC-675736,ACC-918612,4347.6052251059455,Transferencia,196.43.75.50,Smartphone,0
76,2024-04-23,ACC-546141,ACC-822508,2099.950997166537,Transferencia,114.205.15.9,Tablet,0
77,2024-05-28,ACC-608318,ACC-161738,3504.4287569931143,Crédito,85.104.145.1,Tablet,0
78,2024-07-07,ACC-585069,ACC-583303,1377.8392766654383,Transferencia,90.12.33.23,Tablet,0
79,2024-07-02,ACC-489941,ACC-716336,4996.7145859183465,Crédito,108.215.157.62,Tablet,0
80,2024-07-17,ACC-376827,ACC-247947,917.9044948154567,Débito,102.214.134.43,Computadora,0
81,2024-09-07,ACC-576822,ACC-698773,100.06643672113725,Pago,196.114.206.170,Tablet,0
82,2025-02-20,ACC-970867,ACC-572959,786.6031368649712,Crédito,25.202.26.103,Tablet,0
83,2024-12-30,ACC-704256,ACC-966677,3890.5678332434272,Transferencia,14.186.121.101,Smartphone,0
84,2024-12-24,ACC-804582,ACC-975137,2261.5791987156467,Transferencia,68.167.52.158,Computadora,0
85,2024-11-03,ACC-411331,ACC-685126,2265.12622666162,Débito,71.99.130.21,Computadora,0
86,2024-11-15,ACC-702107,ACC-505400,4777.36345207776,Débito,68.75.168.189,Smartphone,0
87,2024-10-08,ACC-894722,ACC-537877,4602.192794738968,Crédito,49.33.218.152,Tablet,0
88,2024-10-13,ACC-426673,ACC-544258,1590.4139521298455,Crédito,141.116.13.220,Smartphone,0
89,2024-09-30,ACC-334766,ACC-309746,1084.8377374652875,Transferencia,41.2.107.92,Smartphone,0
90,2024-11-02,ACC-718354,ACC-688697,4249.986939172011,Transferencia,82.206.118.101,Computadora,0
91,2024-10-29,ACC-885483,ACC-367643,4534.794401669597,Crédito,221.202.178.214,Tablet,0
92,2024-06-21,ACC-202475,ACC-931942,2730.9047678525103,Crédito,119.232.16.194,Tablet,0
93,2024-11-24,ACC-235320,ACC-308959,3165.6473700296474,Transferencia,4.240.242.173,Tablet,0
94,2024-08-08,ACC-445259,ACC-796777,1321.7257092268521,Transferencia,122.126.208.148,Smartphone,0
95,2024-04-08,ACC-351788,ACC-964625,4013.973305493697,Débito,21.189.62.190,Computadora,0
96,2025-03-11,ACC-528119,ACC-955692,3179.0060208226646,Crédito,141.181.91.135,Tablet,0
97,2024-08-19,ACC-135690,ACC-933804,2542.391880925083,Débito,178.18.68.254,Tablet,0
98,2024-05-12,ACC-938812,ACC-507087,347.5373525880593,Débito,8.172.135.234,Tablet,0
99,2024-12-03,ACC-447587,ACC-248255,4583.8780644302105,Pago,210.125.241.213,Tablet,0
100,2025-01-30,ACC-808807,ACC-502654,3096.48453090281,Débito,180.57.248.105,Computadora,0
101,2024-06-17,ACC-637920,ACC-713945,1003.8209187301915,Pago,1.0.193.233,Smartphone,0
102,2024-03-29,ACC-925906,ACC-506968,3051.6112790661114,Débito,19.39.26.87,Smartphone,0
103,2024-05-31,ACC-169298,ACC-244946,3403.443603487868,Crédito,30.192.31.118,Smartphone,0
104,2025-03-15,ACC-728660,ACC-859776,2652.563166581966,Crédito,125.110.221.168,Smartphone,0
105,2024-06-23,ACC-503480,ACC-989412,3604.6036028823114,Crédito,43.152.176.162,Computadora,0
106,2025-01-22,ACC-975929,ACC-428139,2928.19704224669,Débito,106.184.192.26,Computadora,0
107,2024-08-07,ACC-426683,ACC-414010,4741.459431059134,Débito,57.245.194.115,Tablet,0
108,2024-04-01,ACC-794340,ACC-544362,315.80053906656883,Transferencia,151.26.117.99,Smartphone,0
109,2025-01-17,ACC-646783,ACC-419534,575.9162569243244,Crédito,80.136.195.140,Computadora,0
110,2025-03-11,ACC-270345,ACC-664963,909.6746029239822,Débito,106.247.197.73,Tablet,0
111,2024-05-08,ACC-707951,ACC-661561,3466.346799491444,Pago,42.143.39.52,Smartphone,0
112,2025-01-20,ACC-646695,ACC-690686,3245.699570111553,Crédito,75.49.190.170,Computadora,0
113,2024-09-21,ACC-694539,ACC-110829,4465.691358037986,Transferencia,67.29.36.12,Tablet,0
114,2024-07-01,ACC-701382,ACC-814954,3677.743391775297,Transferencia,14.4.81.188,Smartphone,0
115,2024-08-14,ACC-401784,ACC-948771,2566.3596634447317,Débito,189.96.130.217,Computadora,0
116,2024-04-08,ACC-259330,ACC-684814,4959.56737269497,Pago,72.30.164.125,Computadora,0
117,2024-10-18,ACC-256060,ACC-915756,1367.234383038031,Débito,66.145.169.216,Tablet,0
118,2024-07-16,ACC-154970,ACC-476852,4174.298715937997,Pago,149.106.67.252,Tablet,0
119,2024-06-04,ACC-888535,ACC-592676,2162.6123423599006,Pago,75.164.250.38,Computadora,0
120,2024-12-30,ACC-128697,ACC-894448,3261.238937434884,Débito,97.120.158.118,Computadora,0
121,2024-05-09,ACC-885894,ACC-546733,3649.9789287395483,Débito,8.123.122.155,Computadora,0
122,2024-09-19,ACC-429766,ACC-211063,3187.0827315921647,Transferencia,105.83.52.16,Smartphone,0
123,2024-04-17,ACC-333462,ACC-697152,745.5111503875368,Pago,119.102.16.94,Tablet,0
124,2025-01-28,ACC-112360,ACC-391344,2242.6075032022673,Débito,175.46.32.216,Tablet,0
125,2025-02-01,ACC-364379,ACC-135421,2829.1199707689657,Crédito,33.32.9.218,Smartphone,0
126,2024-08-22,ACC-954709,ACC-565157,4252.766607934054,Pago,151.233.203.77,Smartphone,0
127,2024-05-02,ACC-290496,ACC-221747,2246.046456552933,Pago,17.61.128.161,Tablet,0
128,2024-06-29,ACC-719096,ACC-340134,4597.799158781045,Crédito,149.244.7.39,Tablet,0
129,2024-03-26,ACC-490940,ACC-595680,2229.8524039747927,Pago,116.18.20.6,Computadora,0
130,2024-09-15,ACC-304989,ACC-682133,2766.4603033519074,Transferencia,86.233.103.162,Tablet,0
131,2024-12-16,ACC-585545,ACC-869746,3991.614130566865,Débito,168.37.209.195,Tablet,0
132,2024-05-31,ACC-512316,ACC-847586,2936.185037889611,Débito,197.227.110.219,Computadora,0
133,2024-03-29,ACC-481738,ACC-959410,4803.079458294982,Transferencia,60.179.129.64,Smartphone,0
134,2024-11-01,ACC-110177,ACC-372145,3318.6623610449315,Crédito,192.211.65.46,Tablet,0
135,2024-06-28,ACC-477423,ACC-969041,2637.411797634625,Débito,196.242.133.16,Tablet,0
136,2024-08-12,ACC-706062,ACC-373377,166.78024051493952,Pago,176.7.17.180,Computadora,0
137,2024-06-14,ACC-264932,ACC-580198,2097.9778430226324,Débito,61.223.109.130,Computadora,0
138,2024-05-01,ACC-597841,ACC-675569,1531.279675337794,Pago,193.40.165.110,Tablet,0
139,2024-05-27,ACC-704204,ACC-656863,3753.1230560430718,Transferencia,27.98.76.1,Computadora,0
140,2024-11-11,ACC-618593,ACC-773131,1080.9744920100516,Transferencia,142.196.32.60,Smartphone,0
141,2024-12-31,ACC-779070,ACC-431592,1065.8394321056555,Débito,219.57.164.205,Smartphone,0
142,2024-09-21,ACC-945207,ACC-693810,988.1192640250151,Crédito,99.190.49.160,Tablet,0
143,2025-02-22,ACC-162375,ACC-299665,671.7972851233678,Transferencia,124.67.19.118,Computadora,0
144,2024-10-27,ACC-288199,ACC-372913,1589.4846681708927,Pago,152.159.18.51,Smartphone,0
145,2024-03-27,ACC-343941,ACC-416328,4435.314466494954,Transferencia,12.152.93.207,Computadora,0
146,2024-12-03,ACC-573743,ACC-623356,3885.895937914477,Pago,39.139.216.48,Smartphone,0
147,2024-04-08,ACC-117808,ACC-474013,3689.4935207186277,Débito,31.157.70.43,Smartphone,0
148,2024-12-07,ACC-628974,ACC-450800,3996.8171879673155,Crédito,108.50.179.86,Tablet,0
149,2025-02-13,ACC-770748,ACC-989506,1383.6185521813798,Pago,147.168.234.104,Tablet,0
150,2025-03-18,ACC-780724,ACC-976075,4442.836369224815,Crédito,71.166.180.68,Smartphone,0
151,2024-12-14,ACC-264189,ACC-865030,729.6517069509417,Débito,147.228.25.132,Smartphone,0
152,2024-08-21,ACC-290685,ACC-257015,1714.9113472421307,Débito,68.32.14.105,Computadora,0
153,2024-06-14,ACC-294389,ACC-207083,2954.4031888883474,Pago,170.155.60.108,Tablet,0
154,2024-10-06,ACC-216710,ACC-358891,559.3801872929031,Crédito,80.16.138.136,Smartphone,0
155,2024-08-27,ACC-132275,ACC-969575,3664.1444294933035,Transferencia,42.128.235.226,Smartphone,0
156,2025-03-10,ACC-419294,ACC-782753,1966.867938607201,Débito,189.217.71.248,Smartphone,0
157,2024-07-03,ACC-179867,ACC-247618,3932.8080447615803,Débito,17.166.194.57,Computadora,0
158,2024-07-23,ACC-686543,ACC-228013,2489.8366136437835,Crédito,50.120.26.184,Smartphone,0
159,2025-02-20,ACC-859247,ACC-466943,945.3288959054149,Transferencia,179.213.57.47,Tablet,0
160,2024-12-04,ACC-925081,ACC-295903,3687.0709662089544,Crédito,31.240.93.170,Computadora,0
161,2024-05-30,ACC-391291,ACC-914243,1298.1125814027705,Pago,104.2.141.112,Tablet,0
162,2024-04-24,ACC-331826,ACC-824415,2479.510991276812,Débito,20.228.241.43,Tablet,0
163,2025-03-10,ACC-458945,ACC-351924,423.8896823266927,Pago,2.176.34.189,Computadora,0
164,2024-11-21,ACC-801700,ACC-408758,3108.4399393395815,Débito,87.129.136.168,Computadora,0
165,2024-08-05,ACC-737305,ACC-213286,3345.995942770572,Transferencia,217.82.244.72,Smartphone,0
166,2024-12-11,ACC-978812,ACC-925101,1924.4373393652786,Débito,50.199.90.247,Smartphone,0
167,2024-08-31,ACC-379424,ACC-809198,4774.392762589316,Débito,71.12.61.47,Computadora,0
168,2024-10-08,ACC-186359,ACC-126076,4377.136161336239,Pago,40.53.101.223,Computadora,0
169,2024-12-20,ACC-756565,ACC-708667,3554.307532912974,Crédito,12.148.69.129,Computadora,0
170,2024-07-16,ACC-331925,ACC-313226,3582.5777687440263,Crédito,129.237.2.83,Tablet,0
171,2025-02-02,ACC-298216,ACC-346167,1299.3884889636486,Débito,107.197.254.87,Computadora,0
172,2024-05-12,ACC-287393,ACC-726978,3301.2353938878223,Crédito,221.134.251.244,Smartphone,0
173,2024-03-25,ACC-671416,ACC-271003,1031.1210129158221,Pago,42.163.44.44,Tablet,0
174,2025-01-15,ACC-388171,ACC-607351,762.8159584031195,Débito,193.199.169.220,Smartphone,0
175,2025-01-06,ACC-375375,ACC-200461,4997.366076302772,Crédito,62.48.254.46,Computadora,0
176,2024-06-07,ACC-611049,ACC-252084,3130.760860792212,Transferencia,45.216.252.110,Smartphone,0
177,2024-12-16,ACC-450900,ACC-128925,2183.389969653093,Transferencia,83.79.114.22,Tablet,0
178,2025-03-03,ACC-458530,ACC-420053,1476.414388275559,Pago,147.139.6.92,Smartphone,0
179,2025-02-27,ACC-392619,ACC-141172,3039.406196128026,Transferencia,17.84.48.115,Tablet,0
180,2024-08-12,ACC-855081,ACC-188973,295.4878656894263,Débito,171.224.241.191,Tablet,0
181,2024-04-13,ACC-185146,ACC-869173,518.6709029987355,Crédito,71.37.220.71,Tablet,0
182,2025-01-25,ACC-117385,ACC-697994,212.64065381496192,Pago,150.223.210.140,Smartphone,0
183,2024-11-06,ACC-751472,ACC-858688,2520.8906746501757,Pago,134.154.166.1,Smartphone,0
184,2025-02-24,ACC-337856,ACC-671966,3023.002814476554,Débito,80.84.38.153,Tablet,0
185,2025-02-16,ACC-555176,ACC-284877,359.2748187212132,Débito,107.83.78.234,Computadora,0
186,2024-08-18,ACC-878002,ACC-441105,3620.061114119637,Crédito,111.248.41.57,Tablet,0
187,2024-09-22,ACC-598432,ACC-460446,1190.4556039970937,Pago,204.163.28.185,Computadora,0
188,2024-05-09,ACC-377233,ACC-395477,3441.747196160837,Crédito,57.29.94.235,Tablet,0
189,2024-12-18,ACC-809008,ACC-169475,4910.390843174466,Débito,155.239.69.174,Computadora,0
190,2025-03-21,ACC-280474,ACC-273344,3470.974056766563,Crédito,28.178.157.224,Computadora,0
191,2024-06-14,ACC-103680,ACC-294592,4421.805611971862,Transferencia,158.112.28.199,Computadora,0
192,2024-05-24,ACC-437087,ACC-902109,4743.582608378184,Débito,162.152.12.64,Smartphone,0
193,2024-12-20,ACC-161743,ACC-697126,2459.4176893439617,Crédito,138.166.94.150,Computadora,0
194,2024-11-28,ACC-905019,ACC-959458,3526.508648127549,Transferencia,207.175.76.130,Smartphone,0
195,2024-08-29,ACC-958344,ACC-878793,4267.247805101417,Transferencia,58.147.216.88,Smartphone,0
196,2024-09-09,ACC-666856,ACC-491627,1815.2141187282114,Pago,88.108.117.238,Tablet,0
197,2025-02-14,ACC-792648,ACC-715392,1343.9167169739546,Pago,26.18.198.131,Computadora,0
198,2024-11-11,ACC-449188,ACC-211267,4735.662935252776,Transferencia,69.240.100.247,Computadora,0
199,2024-12-19,ACC-297411,ACC-566361,3645.202326825649,Transferencia,53.125.9.154,Smartphone,0
200,2024-06-21,ACC-357529,ACC-834736,1137.4265602103403,Crédito,115.43.99.154,Tablet,0
201,2025-03-10,ACC-732258,ACC-607440,2272.9627937467612,Pago,171.197.24.173,Tablet,0
202,2025-03-13,ACC-797009,ACC-958651,3992.4362592121565,Pago,148.14.188.253,Smartphone,0
203,2024-08-21,ACC-843362,ACC-729953,2757.9618050462886,Débito,35.190.115.32,Smartphone,0
204,2024-05-17,ACC-145322,ACC-831920,3267.262885921151,Débito,217.246.19.204,Tablet,0
205,2024-06-02,ACC-709590,ACC-555112,3781.152600123009,Débito,56.228.77.180,Smartphone,0
206,2024-04-15,ACC-927087,ACC-366211,3128.945484604454,Transferencia,172.20.0.60,Smartphone,0
207,2024-10-31,ACC-127591,ACC-583328,2723.392643514869,Débito,118.67.40.171,Computadora,0
208,2024-10-22,ACC-259886,ACC-644298,3760.5907077194784,Transferencia,104.3.108.2,Tablet,0
209,2024-07-21,ACC-410453,ACC-971238,3651.4370253893935,Pago,68.249.175.87,Tablet,0
210,2025-03-06,ACC-460194,ACC-489676,3167.8683809067356,Crédito,218.197.13.102,Tablet,0
211,2024-12-11,ACC-831762,ACC-590474,1830.9575962405515,Transferencia,122.55.79.131,Smartphone,0
212,2024-06-24,ACC-374066,ACC-549319,2058.7698563913445,Crédito,29.176.248.152,Tablet,0
213,2024-08-03,ACC-798000,ACC-893328,4853.670816976282,Débito,53.153.96.155,Computadora,0
214,2024-06-23,ACC-440139,ACC-725087,606.3103648430529,Pago,1.174.234.65,Computadora,0
215,2024-09-16,ACC-318194,ACC-216946,1379.0993404015348,Débito,1.213.206.6,Smartphone,0
216,2024-11-03,ACC-939783,ACC-267762,2487.388708061462,Pago,47.48.64.248,Smartphone,0
217,2024-12-10,ACC-148828,ACC-133367,4191.81194641174,Transferencia,79.46.112.60,Smartphone,0
218,2024-11-30,ACC-977553,ACC-248241,860.1945354621529,Crédito,74.17.3.194,Computadora,0
219,2024-06-08,ACC-390080,ACC-440686,1420.9253597168188,Crédito,142.69.163.252,Tablet,0
220,2024-12-14,ACC-713143,ACC-128863,375.70117808643295,Pago,222.186.208.97,Smartphone,0
221,2024-09-07,ACC-975974,ACC-164804,3544.6270669515516,Pago,53.194.73.216,Computadora,0
222,2024-04-17,ACC-610786,ACC-530987,1229.1367056042998,Pago,142.96.49.107,Smartphone,0
223,2025-01-07,ACC-258808,ACC-322730,1973.940015821205,Crédito,49.246.72.57,Computadora,0
224,2024-06-14,ACC-638424,ACC-571193,2246.322162796856,Débito,5.62.42.193,Smartphone,0
225,2025-01-27,ACC-646733,ACC-352108,4462.003981251955,Transferencia,168.145.32.59,Smartphone,0
226,2024-04-12,ACC-492773,ACC-295991,2086.084937139622,Débito,151.50.78.179,Tablet,0
227,2024-11-26,ACC-396058,ACC-396145,768.8638485804828,Transferencia,66.24.227.31,Computadora,0
228,2024-08-14,ACC-169255,ACC-882793,2645.358944783599,Pago,181.84.165.242,Computadora,0
229,2024-10-19,ACC-916596,ACC-485634,4816.642073510717,Transferencia,204.23.21.24,Tablet,0
230,2024-04-09,ACC-684246,ACC-900613,3058.0439232015146,Transferencia,66.160.129.194,Tablet,0
231,2024-10-10,ACC-661417,ACC-995556,4917.766741279835,Pago,156.206.3.66,Smartphone,0
232,2025-02-16,ACC-807540,ACC-876871,4213.4811792474065,Transferencia,151.108.32.127,Tablet,0
233,2024-12-31,ACC-708843,ACC-210329,228.03049325639338,Débito,25.231.226.2,Smartphone,0
234,2024-10-22,ACC-380869,ACC-278927,3309.077997116357,Transferencia,38.115.218.215,Computadora,0
235,2024-10-13,ACC-224062,ACC-739711,1469.496043911524,Crédito,5.210.106.131,Smartphone,0
236,2024-08-07,ACC-323681,ACC-808389,2820.103435441383,Pago,161.21.252.41,Computadora,0
237,2024-11-10,ACC-215203,ACC-814481,1432.7586951095716,Crédito,29.113.113.187,Smartphone,0
238,2024-12-23,ACC-124004,ACC-209737,1776.9085621961874,Transferencia,161.98.1.163,Tablet,0
239,2024-07-13,ACC-147372,ACC-508588,4619.685123183188,Pago,30.152.37.24,Tablet,0
240,2024-08-27,ACC-428256,ACC-926655,1072.8837652139414,Débito,219.142.237.236,Smartphone,0
241,2024-11-03,ACC-169933,ACC-519745,4376.840134227861,Crédito,191.24.176.123,Computadora,0
242,2025-01-09,ACC-378897,ACC-372774,200.7661499489592,Pago,64.101.155.120,Smartphone,0
243,2024-07-17,ACC-931658,ACC-590877,499.83886492975944,Crédito,162.244.165.26,Computadora,0
244,2024-03-25,ACC-515332,ACC-650266,4280.641454852104,Pago,190.142.73.128,Tablet,0
245,2024-06-15,ACC-959066,ACC-862604,3171.252353000517,Crédito,155.249.158.158,Smartphone,0
246,2024-04-07,ACC-214951,ACC-677323,3748.8188832957735,Débito,1.26.16.205,Computadora,0
247,2024-09-20,ACC-208501,ACC-112479,1086.6174705681785,Pago,203.74.209.158,Computadora,0
248,2024-10-08,ACC-587379,ACC-479920,2708.5631051710125,Transferencia,219.117.20.88,Computadora,0
249,2024-06-12,ACC-428315,ACC-584465,3699.2351566779585,Transferencia,213.113.187.132,Smartphone,0
250,2024-12-25,ACC-197573,ACC-630685,3155.2049782007994,Pago,16.156.233.78,Computadora,0
251,2025-02-19,ACC-553363,ACC-787241,2384.908896111487,Débito,201.37.40.225,Computadora,0
252,2024-05-27,ACC-326461,ACC-181698,4800.929742866688,Transferencia,115.54.97.181,Tablet,0
253,2024-09-22,ACC-821458,ACC-316624,3396.9788005945543,Transferencia,91.191.249.148,Tablet,0
254,2024-12-30,ACC-546270,ACC-926103,4543.366461194128,Pago,195.164.33.33,Computadora,0
255,2024-07-22,ACC-693147,ACC-239798,3662.364032289722,Transferencia,13.6.220.69,Smartphone,0
256,2024-10-14,ACC-936545,ACC-600656,3690.5444665585314,Pago,190.149.175.179,Tablet,0
257,2025-03-14,ACC-392207,ACC-127674,446.09043530051275,Crédito,17.109.239.178,Tablet,0
258,2025-03-23,ACC-334868,ACC-189926,1829.3498781770206,Pago,192.254.102.154,Tablet,0
259,2024-09-14,ACC-914958,ACC-853278,4298.92856326231,Pago,188.222.188.120,Smartphone,0
260,2025-03-06,ACC-236882,ACC-287433,1201.389117636342,Crédito,25.198.91.128,Computadora,0
261,2025-02-02,ACC-591447,ACC-220394,621.7540374745076,Transferencia,132.54.150.134,Tablet,0
262,2024-04-08,ACC-311155,ACC-834907,1664.2249803620275,Débito,64.245.134.63,Tablet,0
263,2024-11-12,ACC-730647,ACC-856230,1141.167530218439,Pago,199.139.239.218,Smartphone,0
264,2024-03-29,ACC-594527,ACC-556301,4630.176564226118,Crédito,214.228.35.229,Smartphone,0
265,2025-01-30,ACC-770529,ACC-602440,4346.434877910549,Pago,178.45.75.83,Tablet,0
266,2024-05-22,ACC-655385,ACC-936037,2523.431989900376,Transferencia,135.3.159.127,Smartphone,0
267,2024-10-26,ACC-524132,ACC-667112,353.6521786951467,Débito,207.190.27.236,Computadora,0
268,2025-01-02,ACC-349859,ACC-174467,3587.0836131611236,Crédito,212.189.206.234,Computadora,0
