ID_Transaccion,Fecha,Cuenta_Origen,Cuenta_Destino,Monto,Tipo_Transaccion,Ubicacion_IP,Dispositivo,Es_Fraudulenta
57,2024-04-22,ACC-138280,ACC-790804,555.5966939656524,Crédito,49.64.100.252,Computadora,0
58,2025-01-04,ACC-714950,ACC-522795,4293.496650746977,Pago,167.168.189.95,Computadora,0
59,2024-11-19,ACC-485898,ACC-148178,2802.3431294484453,Pago,57.223.45.246,Tablet,0
60,2024-08-17,ACC-416160,ACC-876295,4362.28978993331,Pago,83.30.39.147,Tablet,0
61,2024-05-22,ACC-949481,ACC-149167,1310.3816820086377,Transferencia,67.218.24.127,Tablet,0
62,2024-10-05,ACC-308339,ACC-852556,1816.4536000225012,Crédito,130.113.60.232,Smartphone,0
63,2024-09-15,ACC-818548,ACC-605559,1455.163498148824,Débito,155.114.35.199,Tablet,0
64,2024-11-11,ACC-489462,ACC-472098,131.13426688465194,Pago,86.215.183.152,Smartphone,0
65,2024-05-04,ACC-654950,ACC-969386,4279.1536443278355,Pago,52.70.244.234,Computadora,0
66,2024-11-01,ACC-910194,ACC-990592,1401.956284350747,Crédito,206.66.219.123,Smartphone,0
67,2024-09-05,ACC-943393,ACC-813998,2590.0449605511876,Transferencia,104.49.15.168,Smartphone,0
68,2024-08-02,ACC-879965,ACC-554371,2476.4198024586703,Débito,223.91.222.154,Smartphone,0
69,2024-10-28,ACC-443512,ACC-986628,4542.469742792121,Crédito,175.119.3.134,Computadora,0
70,2025-02-27,ACC-229062,ACC-519892,4462.844949882788,Crédito,17.61.232.127,Computadora,0
71,2024-07-19,ACC-249499,ACC-884187,1929.8628863811377,Débito,197.6.16.130,Tablet,0
72,2024-10-10,ACC-457052,ACC-372395,3526.563181439745,Débito,39.74.249.114,Tablet,0
73,2024-07-30,ACC-350337,ACC-821157,2073.69810518168,Crédito,25.112.227.0,Smartphone,0
74,2024-08-01,ACC-201296,ACC-480313,3782.1707359876236,Débito,87.141.242.246,Computadora,0
75,2024-07-29,ACC-610038,ACC-248152,3578.239054591313,Pago,198.189.72.35,Computadora,0
76,2024-07-29,ACC-153822,ACC-509914,4123.656398893227,Pago,145.184.174.108,Tablet,0
77,2025-02-02,ACC-250252,ACC-600503,1441.0891893013586,Débito,59.154.219.90,Tablet,0
78,2024-10-02,ACC-972367,ACC-625291,1691.5571073512633,Crédito,32.5.65.145,Smartphone,0
79,2025-01-21,ACC-129578,ACC-626982,776.3639665105246,Pago,168.21.112.43,Tablet,0
80,2024-04-19,ACC-688106,ACC-357244,4904.1579704099095,Transferencia,108.141.189.21,Smartphone,0
81,2024-09-12,ACC-180772,ACC-578019,3949.5469896317854,Crédito,68.154.187.163,Smartphone,0
82,2025-02-01,ACC-262392,ACC-445941,4531.099416188343,Transferencia,199.89.68.0,Smartphone,0
83,2024-10-07,ACC-152670,ACC-675383,3473.1903841676944,Crédito,207.115.43.248,Smartphone,0
84,2024-06-14,ACC-641531,ACC-545976,746.0646037503212,Débito,221.178.140.46,Smartphone,0
85,2024-09-06,ACC-388777,ACC-326013,2634.802980431296,Débito,95.245.199.6,Smartphone,0
86,2024-10-23,ACC-523489,ACC-108631,3515.165105441692,Pago,151.217.192.18,Smartphone,0
87,2024-08-20,ACC-338184,ACC-962365,2428.049566957995,Pago,131.198.202.99,Computadora,0
88,2024-07-02,ACC-483467,ACC-125773,2908.369382779885,Débito,26.128.180.214,Smartphone,0
89,2025-03-07,ACC-973075,ACC-732783,4471.56285338754,Débito,54.237.8.20,Tablet,0
90,2024-06-04,ACC-743100,ACC-884918,417.9550769432065,Pago,25.128.128.164,Computadora,0
91,2024-08-04,ACC-687228,ACC-135084,2989.9412460486183,Crédito,92.196.32.138,Smartphone,0
92,2024-09-21,ACC-240519,ACC-365290,961.0143952686011,Débito,145.74.79.52,Smartphone,0
93,2024-05-29,ACC-580330,ACC-321890,2715.299591702371,Débito,49.92.80.123,Smartphone,0
94,2024-09-13,ACC-832869,ACC-719781,2068.5019594655555,Pago,66.219.45.46,Tablet,0
95,2024-08-18,ACC-859217,ACC-778212,557.5037656702281,Pago,149.232.188.120,Smartphone,0
96,2025-03-11,ACC-303798,ACC-119159,574.7168031748287,Crédito,33.152.61.64,Smartphone,0
97,2024-06-05,ACC-144162,ACC-712419,1339.885623842566,Crédito,27.171.19.99,Tablet,0
98,2025-01-05,ACC-675605,ACC-728799,1742.4132273390644,Transferencia,35.25.224.255,Smartphone,0
99,2025-01-19,ACC-847126,ACC-844525,82.1195898737881,Crédito,213.123.93.187,Computadora,0
100,2024-04-28,ACC-149767,ACC-130365,311.3523376590589,Crédito,182.148.248.254,Smartphone,0
101,2024-11-19,ACC-399323,ACC-572051,2771.3125511440767,Transferencia,83.50.160.171,Smartphone,0
102,2024-08-14,ACC-367778,ACC-317529,3911.823346902549,Crédito,3.110.1.123,Computadora,0
103,2024-08-13,ACC-307049,ACC-859338,3133.357212495669,Crédito,214.207.1.144,Computadora,0
104,2024-07-27,ACC-330592,ACC-142823,963.510803931221,Transferencia,16.99.139.145,Computadora,0
105,2024-10-29,ACC-752275,ACC-237301,395.63924595904575,Transferencia,70.95.183.183,Smartphone,0
106,2024-05-16,ACC-154218,ACC-155140,1613.7599252439456,Pago,107.250.149.20,Smartphone,0
107,2025-03-24,ACC-329687,ACC-271366,74.02341681744352,Débito,182.25.46.39,Smartphone,0
108,2024-09-20,ACC-857374,ACC-192118,1105.4481165545621,Débito,64.138.204.115,Computadora,0
109,2024-05-05,ACC-620070,ACC-235052,752.1149368131136,Crédito,85.229.157.38,Smartphone,0
110,2024-06-07,ACC-361229,ACC-249579,2711.33627188691,Débito,74.96.96.21,Smartphone,0
111,2024-10-09,ACC-450087,ACC-359069,3060.624350711863,Crédito,87.255.2.78,Tablet,0
112,2024-08-11,ACC-580564,ACC-898144,853.3208136429141,Transferencia,63.49.203.214,Tablet,0
113,2024-12-30,ACC-599397,ACC-519934,4549.5536744479705,Pago,98.121.24.189,Smartphone,0
114,2025-01-10,ACC-998180,ACC-499020,2234.464802757074,Débito,79.123.125.117,Smartphone,0
115,2025-02-26,ACC-963022,ACC-106534,4682.148599612528,Transferencia,72.187.7.210,Computadora,0
116,2024-12-06,ACC-344368,ACC-239609,4359.811134516996,Débito,65.53.130.49,Tablet,0
117,2024-10-28,ACC-430487,ACC-651219,1455.5643538330257,Pago,54.65.155.42,Smartphone,0
118,2024-12-23,ACC-828647,ACC-111771,461.0380744063395,Transferencia,170.34.221.163,Tablet,0
119,2024-12-08,ACC-334164,ACC-307388,4867.683620049278,Pago,105.91.63.39,Smartphone,0
120,2024-08-10,ACC-823840,ACC-196331,4065.010623769441,Débito,115.58.183.96,Computadora,0
121,2024-09-22,ACC-849293,ACC-956058,4990.995301774523,Pago,98.129.107.244,Tablet,0
122,2024-06-23,ACC-845025,ACC-829648,1590.1771839767712,Crédito,192.234.74.206,Tablet,0
123,2024-06-27,ACC-440050,ACC-507517,3639.612089134194,Crédito,126.207.60.144,Tablet,0
124,2024-05-14,ACC-290366,ACC-251832,4212.928840883765,Débito,182.79.208.47,Computadora,0
125,2024-04-28,ACC-288954,ACC-609739,2647.2745796134222,Transferencia,91.8.160.20,Computadora,0
126,2025-01-26,ACC-108632,ACC-673476,4546.943957540952,Crédito,94.81.86.115,Computadora,0
127,2025-01-31,ACC-610988,ACC-944768,4365.505278757793,Crédito,183.130.165.34,Computadora,0
128,2024-04-30,ACC-938388,ACC-288513,4512.24213102126,Pago,185.173.25.144,Computadora,0
129,2024-10-04,ACC-558528,ACC-860979,2181.095712563801,Crédito,123.127.192.71,Tablet,0
130,2025-01-06,ACC-329907,ACC-836694,1537.9803632615417,Crédito,66.65.235.159,Computadora,0
131,2024-09-07,ACC-707597,ACC-477773,1082.8353683843904,Transferencia,180.84.232.13,Computadora,0
132,2024-05-13,ACC-791759,ACC-630040,458.2901563034143,Transferencia,192.147.251.103,Computadora,0
133,2024-12-03,ACC-957293,ACC-196773,2018.522384287895,Débito,173.243.170.34,Smartphone,0
134,2024-07-07,ACC-935963,ACC-251302,4928.066308142578,Crédito,196.81.92.178,Computadora,0
135,2024-08-11,ACC-698624,ACC-884147,1011.5348466957626,Pago,222.47.192.183,Tablet,0
136,2024-04-01,ACC-895998,ACC-409460,2743.6190624657934,Crédito,129.122.92.137,Computadora,0
137,2024-12-17,ACC-403503,ACC-151102,4056.3450160988486,Crédito,204.31.89.238,Smartphone,0
138,2024-08-31,ACC-143706,ACC-562510,4477.621600232258,Crédito,194.221.75.247,Computadora,0
139,2024-06-06,ACC-112616,ACC-663802,4549.391507282019,Débito,8.60.32.109,Computadora,0
140,2024-06-02,ACC-629763,ACC-841717,4127.947559901379,Débito,181.15.192.34,Computadora,0
141,2024-08-07,ACC-906757,ACC-984860,1298.6545994510964,Débito,84.7.25.181,Smartphone,0
142,2024-10-16,ACC-166372,ACC-679067,4753.645295606099,Transferencia,57.32.53.17,Tablet,0
143,2024-09-05,ACC-325473,ACC-112842,683.3931412051395,Pago,148.252.170.1,Smartphone,0
144,2024-08-22,ACC-638569,ACC-289310,3929.239066047294,Crédito,23.194.2.76,Smartphone,0
145,2024-11-29,ACC-252238,ACC-700435,248.7132367196695,Débito,40.31.168.89,Smartphone,0
146,2024-08-08,ACC-569753,ACC-325448,2865.9374548032465,Transferencia,49.66.103.97,Smartphone,0
147,2024-08-23,ACC-478079,ACC-109928,2301.846540601449,Débito,5.183.199.103,Smartphone,0
148,2025-03-18,ACC-944992,ACC-820092,2393.098912418922,Débito,113.81.19.113,Smartphone,0
149,2024-09-11,ACC-532070,ACC-628231,4958.548036613667,Pago,142.87.186.128,Smartphone,0
150,2024-10-13,ACC-640654,ACC-757937,4011.120902113744,Pago,14.178.223.207,Smartphone,0
151,2024-10-07,ACC-437236,ACC-124516,3286.1957020319105,Pago,163.95.225.242,Smartphone,0
152,2024-05-23,ACC-505678,ACC-105316,4941.070415424246,Transferencia,146.193.249.20,Tablet,0
153,2024-06-03,ACC-446791,ACC-955804,611.6114153249138,Transferencia,146.160.84.120,Tablet,0
154,2024-06-12,ACC-806210,ACC-744265,3402.380323528678,Crédito,101.23.254.30,Computadora,0
155,2024-04-07,ACC-113212,ACC-438129,995.0190941376355,Crédito,92.50.10.215,Smartphone,0
156,2024-08-27,ACC-272249,ACC-559286,827.5344430253823,Crédito,113.33.61.211,Smartphone,0
157,2024-12-24,ACC-998637,ACC-771386,4548.4782629531155,Crédito,51.8.41.248,Smartphone,0
158,2025-02-13,ACC-639641,ACC-748076,1746.1243931260365,Pago,131.97.234.186,Tablet,0
159,2024-05-08,ACC-159239,ACC-509611,4834.252385012882,Pago,18.252.68.40,Tablet,0
160,2024-06-20,ACC-972864,ACC-696748,4774.387970233231,Pago,135.190.223.187,Computadora,0
161,2024-11-20,ACC-872716,ACC-904310,2677.964513294601,Crédito,111.188.208.247,Smartphone,0
162,2024-11-09,ACC-203162,ACC-539693,4657.684567931228,Pago,182.202.197.77,Tablet,0
163,2025-03-14,ACC-258972,ACC-921855,2792.4327628435653,Transferencia,74.243.62.20,Tablet,0
164,2024-06-30,ACC-779062,ACC-425553,177.92680606205835,Crédito,208.50.38.229,Tablet,0
165,2024-10-30,ACC-891150,ACC-707187,3853.004491181889,Pago,198.177.78.192,Smartphone,0
166,2024-08-19,ACC-889105,ACC-209599,1679.8412438826033,Transferencia,60.27.184.206,Computadora,0
167,2024-10-01,ACC-878628,ACC-289641,4568.860629896673,Transferencia,69.206.88.135,Smartphone,0
168,2024-09-30,ACC-957371,ACC-608600,4307.369972832867,Débito,158.1.15.12,Tablet,0
169,2024-06-12,ACC-335673,ACC-612416,4836.284411347421,Débito,129.40.72.44,Smartphone,0
170,2024-11-11,ACC-735189,ACC-858537,1327.1487744954145,Pago,50.158.83.65,Tablet,0
171,2024-11-18,ACC-648744,ACC-290538,4597.539622096995,Pago,31.155.120.137,Smartphone,0
172,2025-03-12,ACC-202321,ACC-760800,446.4675148738385,Débito,200.113.226.237,Smartphone,0
173,2024-11-07,ACC-397051,ACC-855862,217.63926287028806,Transferencia,11.121.136.1,Computadora,0
174,2024-05-14,ACC-457672,ACC-308868,3542.3562736160184,Crédito,168.235.115.55,Smartphone,0
175,2024-11-14,ACC-674506,ACC-902436,3785.0765701881846,Crédito,74.158.29.201,Tablet,0
176,2025-02-10,ACC-504505,ACC-817245,539.4379317390999,Crédito,182.220.2.150,Tablet,0
177,2024-08-27,ACC-928724,ACC-916340,1862.2173492099423,Crédito,95.152.219.144,Tablet,0
178,2024-09-04,ACC-935660,ACC-380424,3505.0030543123253,Crédito,17.238.113.108,Computadora,0
179,2025-02-02,ACC-599304,ACC-576573,797.1998259461717,Transferencia,186.45.202.227,Computadora,0
180,2024-07-07,ACC-470428,ACC-565454,1552.3966880170055,Pago,171.172.213.66,Computadora,0
181,2024-09-20,ACC-772568,ACC-840488,840.2029985264281,Transferencia,99.42.79.67,Tablet,0
182,2024-09-22,ACC-586751,ACC-224717,2276.6720562722494,Crédito,3.236.117.57,Smartphone,0
183,2024-07-19,ACC-431830,ACC-285270,1774.9299012519145,Pago,79.244.208.223,Smartphone,0
184,2025-01-12,ACC-733539,ACC-839259,143.67119682840863,Crédito,61.168.166.227,Computadora,0
185,2024-09-07,ACC-314540,ACC-740869,2218.65558731077,Transferencia,188.224.221.163,Smartphone,0
186,2025-03-23,ACC-992627,ACC-378183,2464.389273447496,Pago,124.110.225.121,Smartphone,0
187,2025-03-09,ACC-486135,ACC-447033,3889.005292306346,Débito,150.207.93.199,Computadora,0
188,2024-12-09,ACC-879161,ACC-518196,533.6259272904925,Crédito,19.180.180.173,Computadora,0
189,2024-05-30,ACC-433075,ACC-573536,4358.296552343942,Pago,156.166.17.49,Computadora,0
190,2024-04-03,ACC-434295,ACC-453263,3255.3995121091684,Débito,74.193.150.9,Tablet,0
191,2024-06-07,ACC-798851,ACC-625278,959.6301727068316,Transferencia,48.191.147.228,Smartphone,0
192,2024-05-12,ACC-661401,ACC-197749,663.3282605964317,Débito,82.74.229.105,Smartphone,0
193,2025-03-12,ACC-574355,ACC-348431,3772.360122475071,Pago,80.68.52.56,Smartphone,0
194,2024-12-21,ACC-421297,ACC-373327,1981.3267534995903,Crédito,92.226.238.213,Computadora,0
195,2024-06-16,ACC-605498,ACC-387224,2842.346368568796,Crédito,170.215.142.251,Computadora,0
196,2025-03-09,ACC-351717,ACC-290839,4564.7313901937105,Transferencia,160.244.235.212,Computadora,0
197,2024-05-30,ACC-348493,ACC-823905,500.4285137464696,Transferencia,167.140.105.29,Tablet,0
198,2025-03-07,ACC-357815,ACC-924722,250.0122021629097,Débito,206.45.31.106,Smartphone,0
199,2025-02-23,ACC-748967,ACC-222089,1926.9133876749818,Crédito,36.86.204.144,Tablet,0
200,2024-07-22,ACC-736622,ACC-102766,350.9954569425344,Débito,168.135.122.240,Tablet,0
201,2024-12-17,ACC-687414,ACC-845511,4192.961163645956,Transferencia,206.192.116.136,Smartphone,0
202,2024-11-14,ACC-795044,ACC-861687,1095.236206706529,Débito,197.132.8.154,Tablet,0
203,2024-06-02,ACC-229710,ACC-946307,4045.1712150326325,Débito,212.87.150.216,Computadora,0
204,2025-01-01,ACC-951359,ACC-141661,3751.2360284746237,Transferencia,210.41.146.1,Computadora,0
205,2024-12-19,ACC-576905,ACC-703576,4791.638461495751,Transferencia,90.208.94.213,Computadora,0
206,2025-03-17,ACC-710288,ACC-727435,166.80240202557783,Transferencia,101.47.37.176,Tablet,0
207,2024-08-10,ACC-264351,ACC-543993,118.04486283968963,Crédito,1.14.137.2,Smartphone,0
208,2024-05-30,ACC-673849,ACC-316354,817.9512949295266,Débito,63.227.219.51,Tablet,0
209,2024-08-06,ACC-814396,ACC-673832,1464.6687243946249,Transferencia,6.140.137.98,Tablet,0
210,2025-02-12,ACC-707300,ACC-225055,2222.8933048328,Débito,31.30.246.206,Computadora,0
211,2025-02-09,ACC-953436,ACC-399628,1037.4671039142765,Débito,62.194.104.230,Smartphone,0
212,2024-08-30,ACC-996459,ACC-844141,2111.2791952313833,Pago,69.169.174.219,Tablet,0
213,2025-02-05,ACC-959586,ACC-606427,3554.976070585345,Débito,41.251.247.157,Computadora,0
214,2024-05-27,ACC-522000,ACC-156504,2986.119890507093,Pago,174.106.79.114,Tablet,0
215,2024-10-30,ACC-526383,ACC-762203,4015.111857495905,Crédito,198.70.225.207,Tablet,0
216,2024-07-22,ACC-741520,ACC-122753,1673.0163233063315,Transferencia,92.51.241.167,Smartphone,0
217,2024-09-19,ACC-368869,ACC-211897,1641.836653541973,Transferencia,116.38.107.130,Tablet,0
218,2024-10-15,ACC-158024,ACC-593916,3561.7558502858205,Crédito,208.101.158.249,Tablet,0
219,2025-01-24,ACC-698597,ACC-556605,3887.8705055706478,Crédito,40.233.28.34,Tablet,0
220,2024-10-16,ACC-616024,ACC-537804,4377.499305336413,Pago,126.162.152.184,Tablet,0
221,2024-06-28,ACC-763927,ACC-222374,2848.2822718465277,Crédito,92.81.102.210,Tablet,0
222,2024-07-26,ACC-864133,ACC-199285,4150.0813119415025,Transferencia,125.90.83.244,Computadora,0
223,2024-05-03,ACC-643498,ACC-668849,4849.910837774066,Transferencia,193.183.245.126,Computadora,0
224,2024-12-16,ACC-224242,ACC-883471,2299.9588769526304,Crédito,75.143.16.128,Smartphone,0
225,2024-10-27,ACC-925393,ACC-548678,838.9287576239191,Transferencia,74.130.7.237,Computadora,0
226,2025-03-12,ACC-137642,ACC-350694,3478.059470786783,Débito,203.15.163.224,Smartphone,0
227,2024-12-28,ACC-473668,ACC-538799,2389.651051511738,Crédito,80.242.205.180,Computadora,0
228,2024-07-28,ACC-798754,ACC-485091,4026.212791807712,Débito,222.150.216.86,Smartphone,0
229,2024-12-03,ACC-463870,ACC-843444,4813.549239416553,Transferencia,154.101.84.236,Computadora,0
230,2024-07-18,ACC-869761,ACC-468398,2408.4147352689997,Transferencia,169.44.204.13,Smartphone,0
231,2024-08-21,ACC-116209,ACC-616532,3394.6161125474764,Pago,203.154.68.200,Computadora,0
232,2024-06-10,ACC-467509,ACC-962568,3554.994595963471,Transferencia,158.131.255.36,Tablet,0
233,2024-06-06,ACC-669852,ACC-366772,213.05649704911067,Transferencia,50.111.204.118,Tablet,0
234,2025-03-25,ACC-295716,ACC-827669,4863.159349778258,Crédito,80.178.5.184,Computadora,0
235,2025-03-03,ACC-872087,ACC-304865,4938.954557456587,Transferencia,43.150.28.100,Tablet,0
236,2024-06-04,ACC-234116,ACC-703799,3081.2486020721935,Débito,175.164.178.2,Tablet,0
237,2024-06-18,ACC-384921,ACC-162331,751.2520519391177,Débito,74.9.232.205,Smartphone,0
238,2024-08-28,ACC-999211,ACC-790701,3203.0996074541163,Débito,114.174.245.142,Computadora,0
239,2024-08-31,ACC-203917,ACC-142881,4648.86013774094,Crédito,78.216.22.125,Tablet,0
240,2024-04-22,ACC-233494,ACC-305651,4858.560768639975,Débito,21.157.168.243,Tablet,0
241,2025-01-29,ACC-801730,ACC-592241,2170.8760108850506,Débito,99.121.19.69,Tablet,0
242,2024-04-25,ACC-222118,ACC-410153,1766.3360553748028,Crédito,187.192.222.29,Tablet,0
243,2025-01-31,ACC-805411,ACC-660877,1137.8775440683646,Crédito,151.248.122.199,Computadora,0
244,2025-02-09,ACC-827225,ACC-548098,470.08764624829547,Transferencia,8.116.222.14,Computadora,0
245,2024-12-31,ACC-329784,ACC-467024,4614.240774259737,Débito,90.119.218.209,Tablet,0
246,2024-06-07,ACC-123233,ACC-591024,2674.7472676960447,Pago,29.235.182.165,Smartphone,0
247,2024-10-25,ACC-629104,ACC-665857,3046.5999839010037,Transferencia,67.116.164.143,Computadora,0
248,2024-05-11,ACC-710387,ACC-633348,2689.260776107166,Crédito,89.164.208.115,Tablet,0
249,2024-11-08,ACC-297955,ACC-692281,3096.048467962921,Transferencia,124.43.215.117,Tablet,0
250,2025-01-20,ACC-385409,ACC-387151,903.9932893207916,Pago,56.127.134.177,Computadora,0
251,2024-07-03,ACC-977363,ACC-798859,1036.574104268845,Transferencia,83.124.40.124,Computadora,0
252,2024-05-15,ACC-370123,ACC-149254,1316.5278886789995,Pago,157.112.244.2,Tablet,0
253,2024-05-02,ACC-341982,ACC-444332,307.1554904279143,Pago,129.131.111.172,Smartphone,0
254,2024-07-24,ACC-795673,ACC-267369,3719.7247964698972,Crédito,173.232.213.225,Computadora,0
255,2024-04-16,ACC-914650,ACC-576972,2575.110603874267,Pago,218.38.52.255,Smartphone,0
256,2024-11-29,ACC-285050,ACC-990111,2307.2167052655477,Pago,211.145.189.61,Computadora,0
257,2024-12-13,ACC-515390,ACC-188879,1210.644302717548,Crédito,13.98.209.60,Computadora,0
258,2025-02-03,ACC-543650,ACC-869868,2111.9675465284713,Débito,111.106.96.16,Smartphone,0
259,2024-07-21,ACC-966656,ACC-462847,3142.336492235397,Débito,139.38.250.40,Smartphone,0
260,2025-03-25,ACC-454154,ACC-149148,4324.253306923294,Crédito,124.18.190.144,Tablet,0
261,2024-08-04,ACC-465764,ACC-882537,3623.2699681577824,Crédito,223.144.80.251,Tablet,0
262,2025-02-26,ACC-340035,ACC-592268,3019.539806112281,Crédito,156.81.161.67,Smartphone,0
263,2024-05-26,ACC-103594,ACC-456430,348.4770748601302,Débito,198.27.154.216,Smartphone,0
264,2024-05-22,ACC-728939,ACC-722051,1515.360415624503,Crédito,78.44.171.94,Smartphone,0
265,2024-06-10,ACC-877797,ACC-774827,4495.745207488593,Débito,155.34.249.133,Tablet,0
266,2024-09-15,ACC-907178,ACC-222317,1802.1175268341565,Pago,146.98.137.149,Smartphone,0
267,2024-08-15,ACC-594656,ACC-905154,4894.971747603866,Crédito,177.119.181.191,Tablet,0
268,2024-11-29,ACC-622044,ACC-958694,3775.9488142443593,Pago,111.123.199.163,Tablet,0
269,2025-03-07,ACC-517273,ACC-456310,2646.9873966039663,Pago,145.93.255.79,Tablet,0
