ID_Transaccion,Fecha,Cuenta_Origen,Cuenta_Destino,Monto,Tipo_Transaccion,Ubicacion_IP,Dispositivo,Es_Fraudulenta
126,2024-08-08,ACC-128029,ACC-537792,2353.8008063110797,Transferencia,75.201.67.18,Smartphone,0
127,2024-12-10,ACC-130371,ACC-536138,1088.720937448524,Débito,83.136.178.52,Tablet,0
128,2025-02-10,ACC-613920,ACC-676880,4489.3415294465285,Débito,41.40.193.64,Computadora,0
129,2024-12-19,ACC-250973,ACC-315767,3565.8470172673515,Transferencia,6.219.164.45,Tablet,0
130,2024-12-10,ACC-917937,ACC-829252,1172.6557789441285,Transferencia,140.151.2.60,Tablet,0
131,2024-05-10,ACC-709637,ACC-710984,571.7061397355502,Transferencia,120.142.115.4,Computadora,0
132,2024-05-08,ACC-405676,ACC-410881,2314.1826007595373,Crédito,208.254.251.47,Smartphone,0
133,2024-08-11,ACC-171004,ACC-743810,446.93355238747876,Débito,175.37.223.179,Tablet,0
134,2024-05-27,ACC-423360,ACC-580999,1388.7019615808251,Pago,91.166.126.160,Smartphone,0
135,2025-02-17,ACC-859849,ACC-178409,1469.0228811844875,Transferencia,58.231.189.164,Computadora,0
136,2024-12-06,ACC-211558,ACC-661301,829.5884344593578,Crédito,130.151.170.222,Smartphone,0
137,2024-12-04,ACC-626682,ACC-421982,2288.061349886114,Transferencia,144.103.143.228,Tablet,0
138,2024-05-08,ACC-562337,ACC-150446,3695.839145008609,Transferencia,121.129.64.99,Tablet,0
139,2024-05-14,ACC-956745,ACC-211453,4034.721485782889,Pago,133.12.211.238,Smartphone,0
140,2025-01-28,ACC-831446,ACC-211261,610.3590357078837,Transferencia,2.124.155.48,Smartphone,0
141,2024-05-19,ACC-259556,ACC-180796,3165.344989618702,Transferencia,5.20.105.247,Computadora,0
142,2024-06-27,ACC-191333,ACC-981245,85.82949621524097,Transferencia,11.5.110.77,Tablet,0
143,2024-08-16,ACC-951322,ACC-497763,1469.5399922036981,Crédito,166.50.238.10,Tablet,0
144,2025-01-03,ACC-342459,ACC-542237,1227.566868286182,Pago,129.126.49.161,Smartphone,0
145,2025-03-25,ACC-972137,ACC-114627,3331.320360816612,Débito,146.15.94.38,Computadora,0
146,2024-04-24,ACC-112533,ACC-610277,1140.2260681235855,Transferencia,131.43.35.35,Computadora,0
147,2025-01-13,ACC-441303,ACC-516041,1054.249449922911,Débito,141.218.22.181,Smartphone,0
148,2024-11-27,ACC-800088,ACC-115046,3419.788124317785,Débito,87.170.105.10,Smartphone,0
149,2024-08-29,ACC-194249,ACC-356047,3771.1450439032415,Pago,136.198.153.103,Tablet,0
150,2025-02-16,ACC-390902,ACC-707498,378.6410477804539,Crédito,133.12.130.58,Computadora,0
151,2024-05-06,ACC-776564,ACC-314405,2445.7197199218754,Crédito,6.95.106.223,Computadora,0
152,2024-06-01,ACC-329620,ACC-302046,3717.2716808707905,Pago,21.84.171.221,Computadora,0
153,2024-10-16,ACC-293628,ACC-500789,4857.9424504120025,Crédito,60.56.90.112,Smartphone,0
154,2024-08-07,ACC-993912,ACC-898357,4611.146821909573,Transferencia,206.114.120.214,Smartphone,0
155,2024-08-21,ACC-683024,ACC-711726,820.4480018603437,Débito,113.242.186.148,Computadora,0
156,2024-09-29,ACC-181711,ACC-917598,1731.3890964079094,Débito,116.164.16.210,Computadora,0
157,2024-09-29,ACC-712938,ACC-741439,1603.3103491168076,Transferencia,83.94.50.156,Tablet,0
158,2024-07-26,ACC-452096,ACC-956497,1425.8189963036025,Crédito,192.179.125.225,Tablet,0
159,2025-03-18,ACC-148554,ACC-352326,4640.2465958395715,Pago,38.24.192.35,Smartphone,0
160,2024-09-27,ACC-239332,ACC-448935,3168.818074627157,Pago,79.189.245.149,Computadora,0
161,2025-03-03,ACC-107380,ACC-541820,4039.7302779474608,Crédito,177.168.125.62,Tablet,0
162,2024-04-10,ACC-339373,ACC-507305,3427.6867579801883,Débito,167.155.218.142,Tablet,0
163,2024-09-21,ACC-321917,ACC-121388,2754.7039788649436,Crédito,93.2.228.211,Computadora,0
164,2024-07-12,ACC-954200,ACC-136563,3550.46871550723,Crédito,143.147.232.108,Tablet,0
165,2024-04-06,ACC-375421,ACC-230732,1647.7853952498167,Transferencia,174.159.199.13,Tablet,0
166,2025-03-03,ACC-226627,ACC-791948,3333.0329179682317,Débito,208.7.27.200,Smartphone,0
167,2024-11-08,ACC-716629,ACC-618955,1663.2193050871497,Pago,99.5.55.157,Computadora,0
168,2024-03-30,ACC-424850,ACC-334679,4686.407617748912,Débito,217.130.219.51,Tablet,0
169,2025-01-26,ACC-233235,ACC-171254,4704.044750355465,Crédito,3.93.247.239,Tablet,0
170,2024-05-07,ACC-153562,ACC-974042,3239.3960571842476,Crédito,118.0.195.81,Computadora,0
171,2025-01-10,ACC-988758,ACC-220190,2177.262620124311,Débito,36.98.249.219,Smartphone,0
172,2024-04-21,ACC-628375,ACC-382451,2702.5846949104034,Transferencia,80.244.77.53,Smartphone,0
173,2025-03-18,ACC-358022,ACC-690361,2473.7714514346408,Débito,8.35.70.211,Computadora,0
174,2024-09-10,ACC-164055,ACC-426179,1113.170179054575,Débito,134.111.115.55,Tablet,0
175,2025-01-06,ACC-307478,ACC-145834,2561.5800493374213,Pago,136.112.166.80,Tablet,0
176,2025-03-26,ACC-436622,ACC-598738,1506.7855776118015,Débito,126.110.249.132,Smartphone,0
177,2024-05-23,ACC-890491,ACC-560983,4338.048752699269,Crédito,153.238.24.238,Smartphone,0
178,2024-04-24,ACC-365814,ACC-289080,2489.4506128652656,Crédito,74.94.177.62,Smartphone,0
179,2024-10-13,ACC-420619,ACC-692300,1224.2937133902162,Pago,201.165.106.54,Smartphone,0
180,2024-09-16,ACC-314245,ACC-245510,2238.3113732557417,Débito,165.228.88.224,Tablet,0
181,2024-11-29,ACC-970979,ACC-806984,4708.815330562724,Pago,216.233.254.26,Tablet,0
182,2024-04-23,ACC-317182,ACC-614899,4138.602765581269,Transferencia,64.16.52.66,Tablet,0
183,2024-11-02,ACC-150909,ACC-492064,3086.7684256874545,Débito,40.136.214.29,Tablet,0
184,2024-07-17,ACC-367630,ACC-679843,660.0717342772297,Crédito,207.106.52.51,Tablet,0
185,2024-04-07,ACC-696019,ACC-818526,3898.5126890731235,Débito,56.101.203.17,Computadora,0
186,2024-06-11,ACC-424273,ACC-596228,2723.773691222063,Transferencia,10.253.87.121,Smartphone,0
187,2024-04-28,ACC-107919,ACC-196443,2030.4172585323818,Crédito,41.142.3.9,Tablet,0
188,2024-06-30,ACC-813260,ACC-944495,3152.4729142933343,Crédito,184.201.165.169,Computadora,0
189,2024-04-12,ACC-155254,ACC-843474,250.67233730420116,Pago,194.236.84.204,Smartphone,0
190,2025-01-15,ACC-483348,ACC-403326,4644.335427015681,Transferencia,122.41.110.199,Computadora,0
191,2024-12-25,ACC-991225,ACC-839331,4296.726055989478,Débito,39.155.117.31,Smartphone,0
192,2024-12-19,ACC-456142,ACC-667937,1833.0466503828384,Débito,128.113.50.104,Tablet,0
193,2025-03-01,ACC-108965,ACC-131914,2678.6535027966247,Débito,37.2.32.217,Smartphone,0
194,2024-04-24,ACC-381023,ACC-410239,3940.235806664848,Débito,216.50.182.221,Tablet,0
195,2024-08-24,ACC-389318,ACC-509140,4535.907469019514,Crédito,195.56.253.58,Tablet,0
196,2024-09-29,ACC-774884,ACC-650734,3468.7643525015214,Débito,106.240.122.55,Smartphone,0
197,2025-03-14,ACC-356262,ACC-167078,1442.0870440739616,Transferencia,197.100.223.181,Computadora,0
198,2024-08-18,ACC-614854,ACC-612038,1976.8239484126416,Pago,115.41.81.6,Computadora,0
199,2024-09-30,ACC-315538,ACC-627772,2164.7083983089437,Pago,73.218.253.227,Smartphone,0
200,2024-05-27,ACC-624461,ACC-563567,4339.707448206003,Pago,77.111.10.16,Computadora,0
201,2024-07-10,ACC-382091,ACC-554727,2628.9623458503875,Pago,111.229.6.74,Computadora,0
202,2024-10-02,ACC-121020,ACC-326992,2178.5676771335743,Transferencia,8.179.241.74,Smartphone,0
203,2024-12-18,ACC-484623,ACC-859494,257.05475319586265,Crédito,121.23.207.223,Smartphone,0
204,2024-07-16,ACC-263998,ACC-155674,2631.6892164457236,Pago,129.6.183.106,Computadora,0
205,2024-12-16,ACC-264559,ACC-148715,1455.0419071794474,Crédito,96.224.73.207,Computadora,0
206,2025-02-22,ACC-201467,ACC-960048,3441.8511706193667,Transferencia,45.21.18.111,Computadora,0
207,2024-11-28,ACC-771305,ACC-686568,3598.842494275642,Pago,93.157.34.83,Computadora,0
208,2024-10-24,ACC-115525,ACC-334813,3447.1939621081015,Débito,143.88.122.21,Tablet,0
209,2024-11-11,ACC-153726,ACC-455634,1718.366269506685,Débito,28.24.211.41,Computadora,0
210,2024-05-26,ACC-678364,ACC-558657,3301.070323339911,Transferencia,82.116.223.228,Computadora,0
211,2024-08-10,ACC-763044,ACC-439829,2744.387960692432,Transferencia,106.55.241.89,Smartphone,0
212,2024-09-27,ACC-853254,ACC-100083,3983.3641494012454,Crédito,215.78.106.31,Tablet,0
213,2024-11-17,ACC-371965,ACC-114085,2527.80540533847,Pago,161.222.194.24,Smartphone,0
214,2024-11-04,ACC-927966,ACC-693767,1457.2878997361681,Crédito,100.6.220.35,Tablet,0
215,2024-11-06,ACC-362570,ACC-399570,2003.2188419422237,Débito,49.206.208.114,Tablet,0
216,2024-05-05,ACC-327610,ACC-955244,3998.3874741885115,Pago,52.254.200.164,Smartphone,0
217,2025-03-05,ACC-914299,ACC-426109,1826.9909766555281,Pago,162.114.127.226,Smartphone,0
218,2024-09-03,ACC-319361,ACC-241198,3492.816374483364,Débito,223.156.222.34,Tablet,0
219,2024-07-11,ACC-728683,ACC-562330,457.413006882523,Débito,26.231.105.193,Computadora,0
220,2025-02-26,ACC-113495,ACC-991903,3954.6814995092545,Transferencia,117.238.146.253,Smartphone,0
221,2024-04-09,ACC-510084,ACC-740288,3714.5279792810265,Transferencia,151.154.57.81,Smartphone,0
222,2024-11-08,ACC-719905,ACC-528031,3525.722493539319,Crédito,151.65.115.182,Tablet,0
223,2024-12-14,ACC-277679,ACC-572353,3643.733072680917,Débito,12.189.32.195,Tablet,0
224,2025-02-20,ACC-994031,ACC-911635,3731.2001921048723,Transferencia,87.183.162.102,Computadora,0
225,2025-02-13,ACC-245745,ACC-483420,2553.761705635188,Transferencia,125.138.57.66,Computadora,0
226,2025-02-28,ACC-494755,ACC-681660,2291.7268271975213,Transferencia,16.55.22.60,Smartphone,0
227,2025-03-03,ACC-479993,ACC-289115,4406.605918059936,Transferencia,141.100.212.248,Computadora,0
228,2024-05-05,ACC-226206,ACC-615876,1755.624107036233,Crédito,32.21.69.10,Smartphone,0
229,2024-08-31,ACC-785609,ACC-710502,1125.373487897778,Pago,215.50.237.235,Computadora,0
230,2025-01-26,ACC-145988,ACC-217229,839.7055975616355,Transferencia,97.39.11.113,Computadora,0
231,2024-11-05,ACC-653456,ACC-885535,3289.213446605879,Pago,165.15.107.110,Smartphone,0
232,2024-12-17,ACC-977651,ACC-529149,1004.3437124722627,Pago,90.31.57.36,Smartphone,0
233,2024-09-26,ACC-772797,ACC-763116,3362.730875954437,Pago,29.3.166.154,Computadora,0
234,2024-07-24,ACC-450010,ACC-623313,4085.918069809829,Pago,195.159.4.55,Computadora,0
235,2024-11-06,ACC-994649,ACC-248174,1431.1058445288122,Crédito,40.49.149.172,Smartphone,0
236,2024-09-08,ACC-155566,ACC-116565,811.5252158114878,Pago,78.241.167.168,Tablet,0
237,2024-09-24,ACC-722192,ACC-500783,3528.9867555930696,Crédito,221.250.93.100,Smartphone,0
238,2025-01-04,ACC-648239,ACC-148880,888.2346861823547,Débito,148.143.153.28,Smartphone,0
239,2024-08-08,ACC-338985,ACC-575294,4529.771869979627,Crédito,22.121.130.30,Computadora,0
240,2025-01-30,ACC-219139,ACC-280540,2199.529504189053,Crédito,150.163.24.227,Computadora,0
241,2024-09-01,ACC-395564,ACC-954142,2014.4261133036339,Transferencia,156.70.44.149,Computadora,0
242,2025-03-09,ACC-608933,ACC-301356,4603.770511277844,Crédito,141.196.5.57,Computadora,0
243,2025-02-17,ACC-428240,ACC-292853,2384.3035145414165,Transferencia,166.3.217.54,Computadora,0
244,2024-10-12,ACC-310237,ACC-163633,3380.786597375616,Transferencia,137.195.56.47,Tablet,0
245,2024-07-01,ACC-411027,ACC-183330,1431.5110535319093,Transferencia,109.7.36.73,Tablet,0
246,2024-08-08,ACC-616231,ACC-203966,3007.529938990589,Débito,221.39.60.40,Computadora,0
247,2024-12-24,ACC-182822,ACC-340360,950.9874329752589,Crédito,25.252.62.92,Smartphone,0
248,2025-02-25,ACC-979217,ACC-370139,1828.672832072129,Débito,193.102.183.32,Smartphone,0
249,2024-04-05,ACC-695953,ACC-413623,4349.239817489011,Crédito,157.118.112.172,Computadora,0
250,2025-02-18,ACC-672110,ACC-578966,3337.6666588506614,Pago,189.77.247.113,Computadora,0
251,2024-06-14,ACC-484454,ACC-122138,1324.2590512944344,Débito,44.28.58.28,Tablet,0
252,2024-11-16,ACC-698188,ACC-476419,2696.965954336999,Débito,190.112.128.241,Computadora,0
253,2024-11-26,ACC-402110,ACC-960779,880.4269833138927,Débito,34.213.79.106,Smartphone,0
254,2024-04-10,ACC-858935,ACC-840789,552.4097647790688,Transferencia,46.119.118.101,Computadora,0
255,2024-11-06,ACC-943254,ACC-616591,3995.5916979932913,Crédito,30.107.33.146,Smartphone,0
256,2024-08-31,ACC-674527,ACC-378069,3009.997555983025,Crédito,119.150.112.94,Tablet,0
257,2024-05-27,ACC-655004,ACC-451493,4744.006749951987,Transferencia,51.58.102.207,Computadora,0
258,2024-09-01,ACC-240341,ACC-943866,4895.575711152545,Pago,203.89.88.145,Smartphone,0
259,2024-04-30,ACC-582208,ACC-165231,4628.249745947562,Transferencia,98.240.253.14,Smartphone,0
260,2025-01-20,ACC-944314,ACC-122930,3608.3950298927216,Débito,42.97.223.30,Tablet,0
261,2024-04-04,ACC-499669,ACC-205357,4039.759819400795,Transferencia,179.189.209.243,Computadora,0
262,2024-06-07,ACC-225885,ACC-644286,1505.6085949884791,Débito,177.9.102.204,Tablet,0
263,2025-03-08,ACC-557418,ACC-852543,2503.40194457546,Pago,169.38.157.118,Tablet,0
264,2025-03-12,ACC-922009,ACC-330144,286.67580601488964,Pago,22.91.0.11,Smartphone,0
265,2024-07-02,ACC-791838,ACC-398375,3144.3205264084922,Pago,215.60.205.213,Smartphone,0
266,2024-11-03,ACC-140758,ACC-681296,1346.1583004940135,Débito,37.235.52.155,Tablet,0
267,2024-09-05,ACC-154306,ACC-514817,762.7368201450523,Débito,139.181.247.179,Tablet,0
268,2024-05-13,ACC-257248,ACC-741007,2203.979876240728,Transferencia,118.189.140.4,Tablet,0
